36061000100	40.69278210060	-74.04372858180
36061000201	40.71247579350	-73.98593319810
36061000202	40.71200070070	-73.98164429160
36061000500	40.68880469370	-74.01908974540
36061000600	40.71225066220	-73.98963691890
36061000700	40.70616020170	-74.00868093140
36061000800	40.71189577330	-73.99453193240
36061000900	40.70392136380	-74.01153413460
36061001001	40.71456348230	-73.97813234060
36061001002	40.71750348270	-73.97759018030
36061001200	40.71590687600	-73.98209370100
36061001300	40.70911551160	-74.01306951230
36061001401	40.71516049150	-73.98733220590
36061001402	40.71751330020	-73.98588164350
36061001501	40.70950023190	-74.00423790560
36061001502	40.70812539980	-74.00672552490
36061001600	40.71595742240	-73.99326405150
36061001800	40.71897638570	-73.99077648290
36061002000	40.72056510300	-73.97639061970
36061002100	40.71434916860	-74.01011855940
36061002201	40.71911576940	-73.98184426130
36061002202	40.72125969580	-73.98114118360
36061002400	40.72206282090	-73.97405830790
36061002500	40.71035441570	-73.99845911620
36061002601	40.72258504950	-73.97993035100
36061002602	40.72439035670	-73.97861568990
36061002700	40.71255374420	-73.99901359620
36061002800	40.72686140250	-73.97681138120
36061002900	40.71363811880	-74.00065152930
36061003001	40.72101439380	-73.98685119320
36061003002	40.72296014780	-73.98585599470
36061003100	40.71528890840	-74.00385564530
36061003200	40.72555342160	-73.98370855000
36061003300	40.71886220830	-74.00614638320
36061003400	40.72900440940	-73.98145756880
36061003601	40.72215043060	-73.99125223930
36061003602	40.72456018190	-73.99019991240
36061003800	40.72735827520	-73.98845660000
36061003900	40.72069863130	-74.01032274530
36061004000	40.73073754670	-73.98601817200
36061004100	40.71916384000	-73.99669549050
36061004200	40.73176459690	-73.98938615050
36061004300	40.72332387070	-73.99546613490
36061004401	40.73101881770	-73.97688583450
36061004402	40.73755752620	-73.97277555990
36061004500	40.72057033550	-73.99939080900
36061004700	40.72241867020	-74.00286271210
36061004800	40.73384083290	-73.98369479740
36061004900	40.72506053170	-74.00048027110
36061005000	40.73611283750	-73.98721803970
36061005100	40.72592051920	-74.00557447190
36061005200	40.73743855310	-73.99045941190
36061005300	40.72684572600	-74.00903299890
36061005400	40.73881106600	-73.99367802120
36061005501	40.72767260980	-73.99708180870
36061005502	40.72622308120	-73.99387207220
36061005600	40.74178944030	-73.98728514360
36061005700	40.72942370110	-73.99239865390
36061005800	40.74314322210	-73.99050862230
36061005900	40.73128950330	-73.99456147370
36061006000	40.73480303580	-73.97692408460
36061006100	40.73370792450	-73.99232854100
36061006200	40.73932463540	-73.97501095300
36061006300	40.73442142910	-73.99686055010
36061006400	40.73693887020	-73.98144822210
36061006500	40.72996767620	-73.99957735720
36061006600	40.74007048620	-73.97923162620
36061006700	40.73045161010	-74.00412080260
36061006800	40.74043721610	-73.98407900710
36061006900	40.73084640840	-74.00854068230
36061007000	40.74318495880	-73.97696126510
36061007100	40.73544928780	-73.99991193380
36061007200	40.74486147700	-73.98085557270
36061007300	40.73411441490	-74.00410550090
36061007400	40.74621510950	-73.98407566680
36061007500	40.73449396510	-74.00817507140
36061007600	40.74756747980	-73.98729790310
36061007700	40.73808566040	-74.00329491610
36061007800	40.74632374670	-73.97467184110
36061007900	40.73893589910	-74.00771907070
36061008000	40.74925792360	-73.97765116960
36061008100	40.73980533240	-73.99877144120
36061008200	40.75061351340	-73.98087276120
36061008300	40.74219836080	-74.00445370650
36061008400	40.75196989820	-73.98409383670
36061008600	40.75056412410	-73.96718657780
36061008700	40.74224399680	-73.99699622710
36061008800	40.74949362170	-73.97236057160
36061008900	40.74463815550	-74.00267843280
36061009000	40.75265679470	-73.97005543680
36061009100	40.74471811540	-73.99519636010
36061009200	40.75364644120	-73.97474173090
36061009300	40.74711248610	-74.00087501810
36061009400	40.75522815170	-73.97774391700
36061009500	40.74723667700	-73.99335789430
36061009600	40.75637499460	-73.98088602140
36061009700	40.74963989350	-73.99903313090
36061009800	40.75578800600	-73.96777472530
36061009900	40.75259054290	-74.00391380960
36061010000	40.75806566550	-73.97123160640
36061010100	40.74973165510	-73.99154100030
36061010200	40.75942376830	-73.97444937010
36061010300	40.75213474990	-73.99721708460
36061010400	40.76077898540	-73.97767288580
36061010601	40.75741401550	-73.96159994780
