36061000100	972123.511446	191678.580932
36061000201	988149.725784	198850.953070
36061000202	989338.756215	198678.094492
36061000500	978955.847847	190227.131079
36061000600	987122.957169	198768.789520
36061000700	981843.177046	196549.799207
36061000800	985765.921825	198639.367207
36061000900	981051.994901	195734.214881
36061001001	990312.157811	199612.009618
36061001002	990462.181461	200683.177096
36061001200	989213.893604	200101.199257
36061001300	980626.551854	197626.640230
36061001401	987761.739028	199829.019683
36061001402	988163.719851	200686.274858
36061001501	983075.093217	197766.582207
36061001502	982385.381998	197265.733143
36061001600	986117.299731	200119.180848
36061001800	986806.781948	201219.144199
36061002000	990794.409143	201798.708001
36061002100	981444.926858	199533.332610
36061002201	989282.798321	201270.309123
36061002202	989477.526607	202051.454215
36061002400	991440.737903	202344.500545
36061002500	984677.191063	198077.765640
36061002601	989813.049229	202534.395506
36061002602	990177.295548	203192.210791
36061002700	984523.456790	198879.047174
36061002800	990677.171189	204092.613518
36061002900	984069.362554	199274.094940
36061003001	987894.765336	201961.791664
36061003002	988170.515769	202670.734472
36061003100	983181.121220	199875.556335
36061003200	988765.572978	203615.643672
36061003300	982546.207792	201177.454650
36061003400	989389.224618	204873.071931
36061003601	986674.779915	202375.530010
36061003602	986966.378742	203253.510538
36061003800	987449.450610	204272.998328
36061003900	981388.583467	201846.615714
36061004000	988125.107067	205504.272112
36061004100	985166.008655	201287.314339
36061004200	987191.607294	205878.317952
36061004300	985506.715979	202802.962554
36061004401	990656.157123	205607.280436
36061004402	991794.521973	207989.741551
36061004500	984418.858246	201799.729324
36061004700	983456.495998	202473.144316
36061004800	988768.827565	206635.007712
36061004900	984116.885097	203435.645016
36061005000	987792.266854	207462.603497
36061005100	982704.900716	203749.007906
36061005200	986893.931052	207945.489343
36061005300	981746.332095	204086.174883
36061005400	986001.938741	208445.461112
36061005501	985058.820549	204387.322902
36061005502	985948.488061	203859.260966
36061005600	987773.369254	209530.767012
36061005700	986356.774974	205025.377401
36061005800	986880.068219	210023.880527
36061005900	985757.290609	205705.103403
36061006000	990645.174206	206985.990277
36061006100	986376.076773	206586.257481
36061006200	991174.879183	208633.478780
36061006300	985120.053694	206846.128024
36061006400	989391.203945	207763.843708
36061006500	984367.132628	205223.471493
36061006600	990005.212231	208904.928369
36061006700	983107.897942	205399.813332
36061006800	988661.901597	209038.253561
36061006900	981882.926638	205543.736928
36061007000	990634.063007	210039.786663
36061007100	984274.396921	207220.588561
36061007200	989554.804011	210650.331702
36061007300	983112.201083	206734.285072
36061007400	988662.444903	211143.324482
36061007500	981984.379519	206872.647328
36061007600	987769.529038	211635.891739
36061007700	983336.905686	208181.128307
36061007800	991268.134246	211183.522237
36061007900	982110.897311	208490.965614
36061008000	990442.317000	212252.308157
36061008100	984590.459937	208807.648051
36061008200	989549.583549	212745.982038
36061008300	983015.861052	209679.532790
36061008400	988657.030872	213239.981050
36061008600	993341.551687	212729.068030
